account number,name,sku,category,quantity,unit price,ext price,date,time,am_pm
98022,Heidenreich-Bosco,LL-46261,Shoes,7,14.75,103.25,9/14/2014 0:00,11:53:52,PM
659366,Waelchi-Fahey,LW-86841,Shoes,16,38.75,620,3/20/2014 0:00,5:48:40,AM
929400,"Senger, Upton and Breitenberg",LL-46261,Shoes,13,53.39,694.07,2/26/2014 0:00,3:03:04,PM
676847,Hamill-Hackett,KV-99194,Shirt,1,55.51,55.51,7/15/2014 0:00,5:41:23,PM
305803,"Davis, Kshlerin and Reilly",KV-99194,Shirt,7,16,112,5/5/2014 0:00,9:05:51,PM
850140,Kunze Inc,AS-93055,Shirt,20,63.75,1275,2/9/2014 0:00,10:28:34,AM
201259,Koelpin PLC,GS-86623,Shoes,15,66.78,1001.7,4/29/2014 0:00,8:36:59,PM
93356,Waters-Walker,VG-32047,Shirt,2,75.16,150.32,11/26/2013 0:00,12:30:16,PM
98022,Heidenreich-Bosco,MJ-21460,Shoes,14,34.8,487.2,3/8/2014 0:00,6:35:20,AM
296809,Carroll PLC,QN-82852,Belt,14,14.82,207.48,4/6/2014 0:00,7:17:38,PM
676847,Hamill-Hackett,VG-32047,Shirt,4,88.99,355.96,12/16/2013 0:00,1:09:18,AM
711951,Kilback-Gerlach,LW-86841,Shoes,13,71.43,928.59,4/26/2014 0:00,3:39:28,AM
304860,Huel-Haag,LL-46261,Shoes,6,23.37,140.22,10/22/2013 0:00,10:50:47,PM
711951,Kilback-Gerlach,LL-46261,Shoes,19,30.06,571.14,6/28/2014 0:00,1:20:04,AM
555594,"Ernser, Cruickshank and Lind",QN-82852,Belt,2,74.42,148.84,12/9/2013 0:00,9:10:44,AM
659366,Waelchi-Fahey,QN-82852,Belt,4,38.69,154.76,2/14/2014 0:00,2:42:30,AM
201259,Koelpin PLC,AS-93055,Shirt,3,16.22,48.66,7/11/2014 0:00,8:17:44,AM
296809,Carroll PLC,VG-32047,Shirt,15,63.45,951.75,10/12/2014 0:00,9:08:07,AM
563905,"Kerluke, Reilly and Bechtelar",KV-99194,Shirt,19,78.34,1488.46,9/28/2014 0:00,7:20:15,PM
299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,9,79.63,716.67,2/16/2014 0:00,1:11:09,AM
750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,3,96.59,289.77,1/11/2014 0:00,5:10:44,AM
524021,Hegmann and Sons,WJ-02096,Belt,20,66.27,1325.4,10/5/2014 0:00,1:36:59,AM
115138,Gorczany-Hahn,AS-93055,Shirt,8,16.11,128.88,8/6/2014 0:00,1:09:28,AM
850140,Kunze Inc,FK-71853,Shirt,7,76.23,533.61,11/6/2013 0:00,2:36:22,AM
524021,Hegmann and Sons,LL-46261,Shoes,15,20.61,309.15,5/26/2014 0:00,3:15:30,AM
995267,Cole-Eichmann,GS-86623,Shoes,6,55.05,330.3,12/27/2013 0:00,8:33:09,AM
299771,"Kuphal, Zieme and Kub",LW-86841,Shoes,9,60.33,542.97,9/16/2014 0:00,1:47:08,PM
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,12,96.02,1152.24,4/6/2014 0:00,3:35:41,AM
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,16,94.05,1504.8,3/13/2014 0:00,10:14:32,PM
734922,Berge LLC,MJ-21460,Shoes,19,88.62,1683.78,1/29/2014 0:00,6:44:37,AM
850140,Kunze Inc,FK-71853,Shirt,6,38.76,232.56,9/18/2014 0:00,5:56:57,AM
995267,Cole-Eichmann,QN-82852,Belt,10,12.35,123.5,7/5/2014 0:00,1:51:03,AM
299771,"Kuphal, Zieme and Kub",LW-86841,Shoes,3,30.77,92.31,3/1/2014 0:00,2:12:31,AM
659366,Waelchi-Fahey,FK-71853,Shirt,14,23.86,334.04,9/30/2014 0:00,12:37:58,PM
659366,Waelchi-Fahey,WJ-02096,Belt,3,72.43,217.29,10/3/2014 0:00,11:46:12,PM
296809,Carroll PLC,VG-32047,Shirt,10,91.46,914.6,11/24/2013 0:00,8:11:02,AM
850140,Kunze Inc,QN-82852,Belt,19,75.7,1438.3,2/15/2014 0:00,2:11:02,PM
563905,"Kerluke, Reilly and Bechtelar",KV-99194,Shirt,9,95.53,859.77,3/18/2014 0:00,2:35:55,PM
305803,"Davis, Kshlerin and Reilly",AS-93055,Shirt,15,67.57,1013.55,8/2/2014 0:00,12:03:04,PM
93356,Waters-Walker,GS-86623,Shoes,3,99.42,298.26,1/27/2014 0:00,11:30:33,AM
304860,Huel-Haag,MJ-21460,Shoes,9,75.62,680.58,12/18/2013 0:00,2:27:30,PM
305803,"Davis, Kshlerin and Reilly",LL-46261,Shoes,9,84.1,756.9,10/6/2014 0:00,9:13:27,PM
93356,Waters-Walker,LL-46261,Shoes,11,78.54,863.94,12/28/2013 0:00,10:14:49,PM
758133,"Kihn, McClure and Denesik",VG-32047,Shirt,3,67.37,202.11,9/1/2014 0:00,6:40:25,PM
563905,"Kerluke, Reilly and Bechtelar",MJ-21460,Shoes,15,42.96,644.4,4/6/2014 0:00,1:20:57,PM
734922,Berge LLC,LL-46261,Shoes,2,62.32,124.64,3/12/2014 0:00,11:38:47,AM
711951,Kilback-Gerlach,AS-93055,Shirt,7,82.95,580.65,8/5/2014 0:00,11:34:16,AM
201259,Koelpin PLC,WJ-02096,Belt,14,40.79,571.06,1/16/2014 0:00,2:43:35,AM
304860,Huel-Haag,QN-82852,Belt,7,38.58,270.06,8/29/2014 0:00,11:41:16,PM
676847,Hamill-Hackett,FK-71853,Shirt,1,99.97,99.97,5/10/2014 0:00,12:10:10,PM
711951,Kilback-Gerlach,GS-86623,Shoes,11,96.66,1063.26,2/13/2014 0:00,11:43:17,AM
563905,"Kerluke, Reilly and Bechtelar",FK-71853,Shirt,17,75.69,1286.73,11/25/2013 0:00,2:35:28,AM
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,18,42.02,756.36,3/19/2014 0:00,11:24:01,PM
115138,Gorczany-Hahn,WJ-02096,Belt,12,80.25,963,11/6/2013 0:00,5:25:34,AM
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,4,70.28,281.12,1/25/2014 0:00,11:43:12,PM
305803,"Davis, Kshlerin and Reilly",LW-86841,Shoes,5,49.68,248.4,9/20/2014 0:00,5:40:46,PM
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,14,73.92,1034.88,11/23/2013 0:00,5:48:24,PM
296809,Carroll PLC,WJ-02096,Belt,17,69.41,1179.97,9/11/2014 0:00,2:20:46,AM
850140,Kunze Inc,AS-93055,Shirt,18,87.42,1573.56,5/31/2014 0:00,4:28:20,AM
850140,Kunze Inc,KV-99194,Shirt,20,74.34,1486.8,1/27/2014 0:00,7:42:12,PM
305803,"Davis, Kshlerin and Reilly",VG-32047,Shirt,17,59.12,1005.04,5/11/2014 0:00,6:38:13,AM
850140,Kunze Inc,AS-93055,Shirt,14,77.4,1083.6,8/16/2014 0:00,9:03:22,PM
734922,Berge LLC,LL-46261,Shoes,15,58.85,882.75,8/22/2014 0:00,4:35:06,AM
305803,"Davis, Kshlerin and Reilly",QN-82852,Belt,1,44.77,44.77,2/25/2014 0:00,11:20:59,AM
201259,Koelpin PLC,VG-32047,Shirt,15,26.93,403.95,1/24/2014 0:00,10:23:39,AM
93356,Waters-Walker,MJ-21460,Shoes,12,95.96,1151.52,6/12/2014 0:00,12:58:43,AM
299771,"Kuphal, Zieme and Kub",AS-93055,Shirt,8,31.12,248.96,12/3/2013 0:00,2:12:26,PM
563905,"Kerluke, Reilly and Bechtelar",GS-86623,Shoes,7,83.84,586.88,10/20/2014 0:00,5:47:49,AM
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,4,19.86,79.44,11/30/2013 0:00,4:47:24,PM
299771,"Kuphal, Zieme and Kub",FK-71853,Shirt,3,77.07,231.21,6/14/2014 0:00,5:54:02,PM
734922,Berge LLC,LW-86841,Shoes,15,46.94,704.1,5/23/2014 0:00,1:09:21,PM
711951,Kilback-Gerlach,FK-71853,Shirt,11,39.02,429.22,12/8/2013 0:00,2:04:38,PM
734922,Berge LLC,VG-32047,Shirt,2,33.92,67.84,6/27/2014 0:00,3:53:05,PM
299771,"Kuphal, Zieme and Kub",FK-71853,Shirt,11,81.22,893.42,12/1/2013 0:00,5:10:26,AM
201259,Koelpin PLC,QN-82852,Belt,2,25.42,50.84,3/21/2014 0:00,5:57:32,PM
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,4,59.07,236.28,4/7/2014 0:00,8:54:29,AM
304860,Huel-Haag,KV-99194,Shirt,15,50.2,753,12/29/2013 0:00,2:24:05,PM
305803,"Davis, Kshlerin and Reilly",LW-86841,Shoes,3,24.83,74.49,5/20/2014 0:00,3:22:35,PM
201259,Koelpin PLC,MJ-21460,Shoes,12,89.95,1079.4,12/28/2013 0:00,4:19:22,PM
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,4,67.14,268.56,1/30/2014 0:00,10:21:27,AM
524021,Hegmann and Sons,FK-71853,Shirt,8,22.67,181.36,12/30/2013 0:00,2:16:13,PM
758133,"Kihn, McClure and Denesik",AS-93055,Shirt,6,50.19,301.14,4/26/2014 0:00,10:58:25,PM
734922,Berge LLC,KV-99194,Shirt,7,46.71,326.97,6/15/2014 0:00,3:52:58,PM
659366,Waelchi-Fahey,FK-71853,Shirt,17,75.46,1282.82,11/17/2013 0:00,3:36:57,PM
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,13,23.73,308.49,1/11/2014 0:00,12:21:50,PM
711951,Kilback-Gerlach,QN-82852,Belt,11,71.02,781.22,1/14/2014 0:00,6:43:44,PM
734922,Berge LLC,MJ-21460,Shoes,15,77.1,1156.5,12/7/2013 0:00,11:53:40,AM
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,3,39.99,119.97,11/13/2013 0:00,2:00:22,AM
201259,Koelpin PLC,QN-82852,Belt,14,95.77,1340.78,5/4/2014 0:00,10:45:11,AM
850140,Kunze Inc,GS-86623,Shoes,14,13.93,195.02,1/23/2014 0:00,5:49:03,PM
555594,"Ernser, Cruickshank and Lind",MJ-21460,Shoes,15,42.09,631.35,10/17/2014 0:00,3:56:02,AM
201259,Koelpin PLC,VG-32047,Shirt,5,60.51,302.55,10/22/2014 0:00,7:16:46,AM
296809,Carroll PLC,GS-86623,Shoes,5,41.58,207.9,3/29/2014 0:00,8:13:19,AM
734922,Berge LLC,QN-82852,Belt,12,89.48,1073.76,5/23/2014 0:00,6:43:54,AM
850140,Kunze Inc,MJ-21460,Shoes,2,18.29,36.58,1/16/2014 0:00,8:23:03,PM
304860,Huel-Haag,WJ-02096,Belt,1,23.12,23.12,10/17/2014 0:00,8:09:53,PM
659366,Waelchi-Fahey,MJ-21460,Shoes,14,53.6,750.4,9/14/2014 0:00,11:01:14,AM
750461,"Volkman, Goyette and Lemke",MJ-21460,Shoes,16,72.41,1158.56,9/19/2014 0:00,9:41:12,PM
201259,Koelpin PLC,MJ-21460,Shoes,5,33.2,166,9/4/2014 0:00,11:45:59,PM
563905,"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,20,14.99,299.8,6/1/2014 0:00,8:29:08,PM
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,3,45.6,136.8,12/21/2013 0:00,4:01:40,AM
750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,18,80.7,1452.6,5/9/2014 0:00,11:51:49,PM
734922,Berge LLC,MJ-21460,Shoes,4,15.22,60.88,11/15/2013 0:00,7:17:16,AM
734922,Berge LLC,LL-46261,Shoes,13,53.11,690.43,8/29/2014 0:00,4:34:09,PM
115138,Gorczany-Hahn,QN-82852,Belt,1,90.21,90.21,1/30/2014 0:00,5:16:08,PM
676847,Hamill-Hackett,VG-32047,Shirt,4,76.81,307.24,9/6/2014 0:00,8:28:27,PM
98022,Heidenreich-Bosco,AS-93055,Shirt,17,61.31,1042.27,3/19/2014 0:00,2:46:57,AM
524021,Hegmann and Sons,FK-71853,Shirt,7,33,231,2/4/2014 0:00,7:29:41,PM
995267,Cole-Eichmann,QN-82852,Belt,4,36.62,146.48,8/11/2014 0:00,11:29:08,PM
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,10,72.1,721,7/19/2014 0:00,4:40:01,PM
524021,Hegmann and Sons,AS-93055,Shirt,18,23.74,427.32,6/18/2014 0:00,6:31:15,AM
750461,"Volkman, Goyette and Lemke",LL-46261,Shoes,6,51.13,306.78,6/13/2014 0:00,9:32:57,PM
93356,Waters-Walker,FK-71853,Shirt,17,58.55,995.35,5/4/2014 0:00,11:02:26,PM
299771,"Kuphal, Zieme and Kub",MJ-21460,Shoes,6,54.27,325.62,5/15/2014 0:00,7:28:27,PM
305803,"Davis, Kshlerin and Reilly",LL-46261,Shoes,13,77.78,1011.14,11/30/2013 0:00,5:23:21,PM
201259,Koelpin PLC,QN-82852,Belt,8,69.58,556.64,4/3/2014 0:00,1:34:49,AM
676847,Hamill-Hackett,LW-86841,Shoes,10,67.36,673.6,7/15/2014 0:00,4:34:11,AM
299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,15,16.55,248.25,1/9/2014 0:00,5:51:49,PM
929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,16,99.13,1586.08,9/26/2014 0:00,10:54:06,AM
995267,Cole-Eichmann,QN-82852,Belt,17,69.11,1174.87,9/23/2014 0:00,5:58:41,AM
563905,"Kerluke, Reilly and Bechtelar",AS-93055,Shirt,12,81.57,978.84,9/25/2014 0:00,2:09:16,PM
563905,"Kerluke, Reilly and Bechtelar",FK-71853,Shirt,20,62.12,1242.4,7/1/2014 0:00,10:14:25,PM
734922,Berge LLC,VG-32047,Shirt,4,96.25,385,7/9/2014 0:00,7:18:49,PM
98022,Heidenreich-Bosco,LL-46261,Shoes,18,71.34,1284.12,11/17/2013 0:00,12:18:08,AM
711951,Kilback-Gerlach,QN-82852,Belt,19,33.1,628.9,3/4/2014 0:00,7:23:35,AM
296809,Carroll PLC,WJ-02096,Belt,15,38.73,580.95,2/3/2014 0:00,3:57:26,AM
929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,17,43.1,732.7,8/19/2014 0:00,11:22:06,AM
296809,Carroll PLC,WJ-02096,Belt,16,91.09,1457.44,3/18/2014 0:00,11:14:03,PM
524021,Hegmann and Sons,LW-86841,Shoes,13,60.72,789.36,1/18/2014 0:00,10:40:14,PM
201259,Koelpin PLC,QN-82852,Belt,3,64.13,192.39,8/7/2014 0:00,3:28:03,PM
758133,"Kihn, McClure and Denesik",GS-86623,Shoes,14,40.86,572.04,8/21/2014 0:00,8:07:56,AM
676847,Hamill-Hackett,LW-86841,Shoes,1,73.74,73.74,9/4/2014 0:00,10:46:25,AM
305803,"Davis, Kshlerin and Reilly",VG-32047,Shirt,6,26.4,158.4,9/4/2014 0:00,9:18:54,AM
850140,Kunze Inc,MJ-21460,Shoes,19,36.32,690.08,8/10/2014 0:00,8:15:29,PM
676847,Hamill-Hackett,LL-46261,Shoes,17,10.96,186.32,1/19/2014 0:00,10:01:00,PM
115138,Gorczany-Hahn,FK-71853,Shirt,17,88.39,1502.63,7/31/2014 0:00,12:28:26,PM
98022,Heidenreich-Bosco,VG-32047,Shirt,20,94,1880,5/31/2014 0:00,10:53:56,PM
555594,"Ernser, Cruickshank and Lind",LW-86841,Shoes,4,34.42,137.68,10/10/2014 0:00,6:54:24,PM
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,14,68.25,955.5,3/16/2014 0:00,9:35:20,PM
299771,"Kuphal, Zieme and Kub",LW-86841,Shoes,5,89.36,446.8,6/8/2014 0:00,2:33:12,PM
758133,"Kihn, McClure and Denesik",KV-99194,Shirt,3,44.37,133.11,4/23/2014 0:00,12:05:25,PM
850140,Kunze Inc,VG-32047,Shirt,11,69.2,761.2,3/14/2014 0:00,3:16:51,AM
555594,"Ernser, Cruickshank and Lind",QN-82852,Belt,12,92.94,1115.28,10/10/2014 0:00,6:02:37,PM
995267,Cole-Eichmann,VG-32047,Shirt,4,54.2,216.8,8/28/2014 0:00,6:28:19,AM
676847,Hamill-Hackett,QN-82852,Belt,3,42.71,128.13,6/9/2014 0:00,12:21:47,PM
929400,"Senger, Upton and Breitenberg",KV-99194,Shirt,4,81.46,325.84,10/25/2013 0:00,4:52:01,PM
98022,Heidenreich-Bosco,MJ-21460,Shoes,9,22.08,198.72,1/21/2014 0:00,5:08:12,AM
305803,"Davis, Kshlerin and Reilly",AS-93055,Shirt,8,98.01,784.08,4/11/2014 0:00,8:23:07,AM
750461,"Volkman, Goyette and Lemke",WJ-02096,Belt,13,83.6,1086.8,8/19/2014 0:00,8:42:22,PM
98022,Heidenreich-Bosco,MJ-21460,Shoes,1,82.28,82.28,10/5/2014 0:00,8:28:30,AM
676847,Hamill-Hackett,AS-93055,Shirt,16,44.38,710.08,9/16/2014 0:00,5:22:44,AM
93356,Waters-Walker,MJ-21460,Shoes,5,54.96,274.8,11/18/2013 0:00,7:41:31,PM
299771,"Kuphal, Zieme and Kub",VG-32047,Shirt,7,97.85,684.95,3/2/2014 0:00,9:47:35,PM
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,11,12.27,134.97,1/15/2014 0:00,7:26:27,AM
563905,"Kerluke, Reilly and Bechtelar",LL-46261,Shoes,8,83.88,671.04,7/3/2014 0:00,1:24:21,PM
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,2,31.18,62.36,9/21/2014 0:00,3:36:32,AM
524021,Hegmann and Sons,WJ-02096,Belt,13,15.28,198.64,7/26/2014 0:00,2:07:00,PM
711951,Kilback-Gerlach,QN-82852,Belt,14,40.48,566.72,7/10/2014 0:00,6:12:22,AM
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,5,38.73,193.65,4/26/2014 0:00,11:51:54,AM
201259,Koelpin PLC,GS-86623,Shoes,5,23.38,116.9,7/26/2014 0:00,9:33:15,AM
711951,Kilback-Gerlach,LL-46261,Shoes,1,54.04,54.04,6/9/2014 0:00,8:05:03,PM
734922,Berge LLC,WJ-02096,Belt,17,25.26,429.42,6/16/2014 0:00,10:03:35,AM
850140,Kunze Inc,GS-86623,Shoes,3,46,138,10/25/2013 0:00,11:42:04,AM
676847,Hamill-Hackett,GS-86623,Shoes,8,34.76,278.08,11/19/2013 0:00,2:20:09,AM
734922,Berge LLC,VG-32047,Shirt,1,93.1,93.1,12/25/2013 0:00,10:00:14,AM
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,10,23.43,234.3,8/20/2014 0:00,4:25:05,PM
305803,"Davis, Kshlerin and Reilly",WJ-02096,Belt,7,41.77,292.39,10/21/2014 0:00,5:51:47,AM
676847,Hamill-Hackett,QN-82852,Belt,11,53.13,584.43,9/24/2014 0:00,2:05:24,AM
711951,Kilback-Gerlach,LW-86841,Shoes,9,90.02,810.18,8/22/2014 0:00,1:18:26,PM
676847,Hamill-Hackett,KV-99194,Shirt,14,37.64,526.96,2/15/2014 0:00,6:51:00,AM
299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,18,50.99,917.82,2/20/2014 0:00,5:55:31,AM
296809,Carroll PLC,VG-32047,Shirt,9,67.68,609.12,5/22/2014 0:00,5:51:16,AM
299771,"Kuphal, Zieme and Kub",AS-93055,Shirt,18,19.01,342.18,11/14/2013 0:00,11:33:02,AM
659366,Waelchi-Fahey,MJ-21460,Shoes,15,19.62,294.3,11/24/2013 0:00,11:33:56,PM
659366,Waelchi-Fahey,WJ-02096,Belt,14,75.49,1056.86,2/18/2014 0:00,2:07:31,AM
305803,"Davis, Kshlerin and Reilly",WJ-02096,Belt,1,69.57,69.57,12/21/2013 0:00,4:04:44,PM
115138,Gorczany-Hahn,WJ-02096,Belt,6,95.08,570.48,2/1/2014 0:00,1:28:20,AM
305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,17,20.45,347.65,8/30/2014 0:00,3:56:20,AM
305803,"Davis, Kshlerin and Reilly",QN-82852,Belt,4,85.3,341.2,10/17/2014 0:00,1:18:21,PM
304860,Huel-Haag,VG-32047,Shirt,16,63.97,1023.52,2/6/2014 0:00,7:14:35,PM
299771,"Kuphal, Zieme and Kub",GS-86623,Shoes,1,93.72,93.72,9/30/2014 0:00,9:16:18,AM
758133,"Kihn, McClure and Denesik",AS-93055,Shirt,12,64.09,769.08,4/22/2014 0:00,2:36:05,PM
93356,Waters-Walker,LW-86841,Shoes,16,16.59,265.44,9/7/2014 0:00,2:26:24,AM
115138,Gorczany-Hahn,WJ-02096,Belt,3,52.57,157.71,8/15/2014 0:00,1:23:42,PM
929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,1,34.4,34.4,5/19/2014 0:00,8:50:19,PM
93356,Waters-Walker,VG-32047,Shirt,13,45.97,597.61,7/5/2014 0:00,8:56:46,AM
296809,Carroll PLC,LL-46261,Shoes,10,37.4,374,5/5/2014 0:00,5:17:28,AM
750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,14,15.58,218.12,12/23/2013 0:00,9:32:05,PM
995267,Cole-Eichmann,AS-93055,Shirt,11,45.24,497.64,8/6/2014 0:00,1:25:27,AM
734922,Berge LLC,GS-86623,Shoes,9,30.49,274.41,3/2/2014 0:00,1:04:07,PM
758133,"Kihn, McClure and Denesik",KV-99194,Shirt,18,90.84,1635.12,2/1/2014 0:00,9:38:06,PM
659366,Waelchi-Fahey,GS-86623,Shoes,1,38.2,38.2,11/23/2013 0:00,3:45:41,PM
850140,Kunze Inc,QN-82852,Belt,8,72.29,578.32,2/15/2014 0:00,9:05:44,PM
850140,Kunze Inc,MJ-21460,Shoes,20,61.03,1220.6,12/23/2013 0:00,11:07:45,PM
299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,18,77.66,1397.88,10/18/2014 0:00,6:07:37,PM
929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,10,16.01,160.1,5/7/2014 0:00,8:02:28,PM
676847,Hamill-Hackett,LW-86841,Shoes,9,61.42,552.78,10/16/2014 0:00,12:50:55,PM
304860,Huel-Haag,VG-32047,Shirt,17,64.75,1100.75,9/13/2014 0:00,2:51:49,AM
296809,Carroll PLC,KV-99194,Shirt,16,50.36,805.76,1/3/2014 0:00,7:56:48,AM
305803,"Davis, Kshlerin and Reilly",VG-32047,Shirt,4,64.91,259.64,2/20/2014 0:00,8:48:46,PM
758133,"Kihn, McClure and Denesik",KV-99194,Shirt,16,65,1040,5/14/2014 0:00,5:57:45,PM
305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,6,57.28,343.68,4/9/2014 0:00,3:32:28,PM
676847,Hamill-Hackett,VG-32047,Shirt,3,71.55,214.65,2/16/2014 0:00,4:42:01,AM
995267,Cole-Eichmann,VG-32047,Shirt,4,37.74,150.96,3/21/2014 0:00,8:21:18,AM
201259,Koelpin PLC,QN-82852,Belt,12,41.57,498.84,5/22/2014 0:00,8:56:14,AM
659366,Waelchi-Fahey,QN-82852,Belt,13,59.59,774.67,12/4/2013 0:00,4:11:33,AM
524021,Hegmann and Sons,FK-71853,Shirt,20,62.71,1254.2,3/6/2014 0:00,10:55:08,PM
115138,Gorczany-Hahn,GS-86623,Shoes,16,37.88,606.08,12/5/2013 0:00,7:33:43,AM
750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,20,83.1,1662,9/14/2014 0:00,6:26:11,PM
555594,"Ernser, Cruickshank and Lind",WJ-02096,Belt,10,11.81,118.1,3/13/2014 0:00,12:31:33,AM
929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,20,59.1,1182,10/2/2014 0:00,5:30:08,AM
563905,"Kerluke, Reilly and Bechtelar",QN-82852,Belt,8,60.7,485.6,4/1/2014 0:00,1:03:54,PM
659366,Waelchi-Fahey,WJ-02096,Belt,1,42.83,42.83,11/5/2013 0:00,5:06:14,AM
734922,Berge LLC,QN-82852,Belt,17,76.13,1294.21,11/25/2013 0:00,2:33:27,PM
201259,Koelpin PLC,FK-71853,Shirt,4,41.09,164.36,8/24/2014 0:00,8:22:11,PM
659366,Waelchi-Fahey,GS-86623,Shoes,12,32.84,394.08,9/13/2014 0:00,3:23:40,PM
296809,Carroll PLC,VG-32047,Shirt,5,10.81,54.05,8/28/2014 0:00,12:56:58,AM
115138,Gorczany-Hahn,LL-46261,Shoes,1,26.19,26.19,1/10/2014 0:00,5:09:07,AM
115138,Gorczany-Hahn,LL-46261,Shoes,12,48.63,583.56,9/17/2014 0:00,6:25:26,AM
305803,"Davis, Kshlerin and Reilly",LL-46261,Shoes,5,51.82,259.1,1/8/2014 0:00,2:36:38,AM
750461,"Volkman, Goyette and Lemke",LW-86841,Shoes,7,53.36,373.52,6/2/2014 0:00,7:58:55,PM
711951,Kilback-Gerlach,KV-99194,Shirt,5,56.33,281.65,9/6/2014 0:00,1:57:32,AM
304860,Huel-Haag,AS-93055,Shirt,11,79.58,875.38,11/21/2013 0:00,4:46:33,AM
734922,Berge LLC,FK-71853,Shirt,7,58.95,412.65,3/14/2014 0:00,4:16:55,AM
850140,Kunze Inc,MJ-21460,Shoes,9,78.44,705.96,12/18/2013 0:00,5:23:54,PM
995267,Cole-Eichmann,WJ-02096,Belt,15,54.77,821.55,11/14/2013 0:00,11:15:21,AM
98022,Heidenreich-Bosco,GS-86623,Shoes,15,73.45,1101.75,1/3/2014 0:00,12:09:44,PM
929400,"Senger, Upton and Breitenberg",LL-46261,Shoes,14,21.01,294.14,1/1/2014 0:00,12:15:37,AM
524021,Hegmann and Sons,FK-71853,Shirt,15,45.99,689.85,1/21/2014 0:00,2:40:49,PM
524021,Hegmann and Sons,LW-86841,Shoes,11,89.8,987.8,3/14/2014 0:00,6:17:28,AM
734922,Berge LLC,FK-71853,Shirt,4,63.74,254.96,8/31/2014 0:00,7:57:31,PM
296809,Carroll PLC,KV-99194,Shirt,9,36.35,327.15,1/17/2014 0:00,10:03:57,PM
299771,"Kuphal, Zieme and Kub",MJ-21460,Shoes,13,55.99,727.87,12/27/2013 0:00,8:36:12,AM
296809,Carroll PLC,FK-71853,Shirt,4,12.28,49.12,4/3/2014 0:00,6:43:35,AM
659366,Waelchi-Fahey,WJ-02096,Belt,10,64.42,644.2,9/5/2014 0:00,3:46:20,AM
563905,"Kerluke, Reilly and Bechtelar",LL-46261,Shoes,5,29.87,149.35,8/2/2014 0:00,12:25:56,AM
305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,13,66.85,869.05,11/19/2013 0:00,7:26:52,AM
299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,5,13.07,65.35,8/30/2014 0:00,4:09:41,AM
563905,"Kerluke, Reilly and Bechtelar",QN-82852,Belt,5,56.63,283.15,10/13/2014 0:00,2:27:35,AM
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,19,89.14,1693.66,11/14/2013 0:00,6:25:50,PM
524021,Hegmann and Sons,LW-86841,Shoes,5,67.31,336.55,12/16/2013 0:00,9:59:38,AM
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,17,11.24,191.08,4/25/2014 0:00,3:37:03,PM
524021,Hegmann and Sons,AS-93055,Shirt,10,73.82,738.2,10/22/2014 0:00,4:43:23,AM
850140,Kunze Inc,QN-82852,Belt,15,11.74,176.1,1/9/2014 0:00,4:36:36,AM
524021,Hegmann and Sons,LL-46261,Shoes,5,83.98,419.9,5/24/2014 0:00,8:18:52,PM
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,6,63.4,380.4,12/9/2013 0:00,7:01:44,PM
758133,"Kihn, McClure and Denesik",VG-32047,Shirt,15,80.59,1208.85,10/5/2014 0:00,6:13:24,PM
758133,"Kihn, McClure and Denesik",AS-93055,Shirt,19,31.41,596.79,5/9/2014 0:00,11:00:05,AM
